carat,cut,color,clarity,depth,table,price,x,y,z,volume,cut_rk,color_rk,clarity_rk
1.34,Ideal,H,VS2,61.2,56.0,6078,7.09,7.05,4.33,216.43,1,5,5
1.0,Very Good,G,VS2,63.4,57.0,5806,6.31,6.27,3.99,157.86,3,4,5
1.54,Ideal,J,VS2,62.7,56.0,8479,7.32,7.36,4.6,247.83,1,7,5
0.31,Very Good,G,VS2,63.1,58.0,698,4.35,4.3,2.73,51.06,3,4,5
0.29,Very Good,G,VS2,61.5,58.0,712,4.25,4.27,2.62,47.55,3,4,5
1.0,Fair,J,VS2,65.3,61.0,3422,6.33,6.13,4.03,156.38,5,7,5
1.02,Ideal,H,VS2,62.0,55.0,5683,6.47,6.44,4.0,166.67,1,5,5
1.59,Premium,J,VS2,62.6,59.0,7953,7.45,7.43,4.66,257.95,2,7,5
0.74,Very Good,H,VS2,59.9,57.0,2463,5.87,5.91,3.53,122.46,3,5,5
0.34,Premium,G,VS2,62.0,59.0,596,4.43,4.47,2.76,54.65,2,4,5
1.34,Premium,H,VS2,62.3,60.0,7816,7.05,7.02,4.38,216.77,2,5,5
0.5,Very Good,H,VS2,63.0,55.0,1209,5.05,5.08,3.19,81.84,3,5,5
1.37,Premium,G,VS2,61.6,59.0,7951,7.11,7.04,4.36,218.24,2,4,5
0.31,Premium,H,VS2,58.9,61.0,586,4.46,4.43,2.62,51.77,2,5,5
1.07,Good,J,VS2,61.7,57.7,4602,6.55,6.58,4.05,174.55,4,7,5
0.32,Ideal,G,VS2,61.7,57.0,720,4.4,4.38,2.71,52.23,1,4,5
1.61,Premium,J,VS2,61.7,59.0,7844,7.51,7.46,4.62,258.83,2,7,5
1.02,Very Good,G,VS2,61.9,54.0,6569,6.45,6.48,4.0,167.18,3,4,5
1.74,Premium,G,VS2,61.0,58.0,17614,7.77,7.75,4.73,284.83,2,4,5
1.23,Premium,H,VS2,58.5,62.0,6150,7.0,6.98,4.09,199.84,2,5,5
0.7,Ideal,J,VS2,61.9,57.0,1974,5.65,5.69,3.51,112.84,1,7,5
2.03,Ideal,I,VS2,62.7,57.0,16945,8.05,8.02,5.04,325.39,1,6,5
1.01,Ideal,J,VS2,61.3,57.0,4486,6.47,6.54,3.99,168.83,1,7,5
2.5,Ideal,I,VS2,61.9,57.0,16955,8.7,8.68,5.38,406.28,1,6,5
1.54,Premium,H,VS2,61.9,59.0,11663,7.31,7.33,4.53,242.73,2,5,5
1.23,Ideal,H,VS2,62.8,56.0,7900,6.76,6.84,4.27,197.44,1,5,5
0.32,Ideal,G,VS2,62.0,57.0,720,4.4,4.37,2.72,52.3,1,4,5
1.01,Fair,G,VS2,65.7,54.0,4072,6.32,6.28,4.14,164.31,5,4,5
2.12,Ideal,I,VS2,62.7,56.0,17068,8.16,8.24,5.14,345.61,1,6,5
0.38,Ideal,G,VS2,61.0,55.0,721,4.67,4.71,2.86,62.91,1,4,5
1.25,Premium,G,VS2,61.9,58.0,8064,6.91,6.85,4.26,201.64,2,4,5
1.21,Good,I,VS2,63.4,57.0,5290,6.72,6.79,4.28,195.29,4,6,5
0.32,Ideal,G,VS2,61.8,57.0,720,4.4,4.37,2.71,52.11,1,4,5
0.32,Ideal,G,VS2,61.4,56.0,720,4.39,4.37,2.69,51.61,1,4,5
1.05,Premium,H,VS2,62.7,59.0,5468,6.49,6.43,4.05,169.01,2,5,5
0.54,Very Good,H,VS2,62.6,58.0,1338,5.16,5.19,3.24,86.77,3,5,5
0.31,Premium,H,VS2,62.2,58.0,489,4.31,4.34,2.69,50.32,2,5,5
0.73,Ideal,J,VS2,62.3,55.0,2101,5.74,5.78,3.59,119.11,1,7,5
1.02,Premium,H,VS2,62.4,58.0,5454,6.43,6.39,4.0,164.35,2,5,5
1.36,Premium,J,VS2,61.9,59.0,6626,7.09,7.06,4.38,219.24,2,7,5
0.34,Premium,H,VS2,62.4,60.0,689,4.44,4.41,2.76,54.04,2,5,5
0.51,Very Good,H,VS2,59.8,57.0,1251,5.22,5.25,3.13,85.78,3,5,5
1.76,Premium,H,VS2,62.2,60.0,13626,7.72,7.68,4.79,284.0,2,5,5
1.57,Ideal,H,VS2,61.5,54.0,12809,7.47,7.5,4.61,258.28,1,5,5
0.34,Premium,G,VS2,61.6,58.0,596,4.45,4.51,2.76,55.39,2,4,5
1.75,Ideal,G,VS2,62.6,56.0,16783,7.72,7.65,4.81,284.07,1,4,5
0.3,Premium,G,VS2,60.8,61.0,675,4.34,4.31,2.63,49.2,2,4,5
2.14,Premium,I,VS2,62.3,58.0,17416,8.22,8.16,5.1,342.08,2,6,5
0.93,Premium,H,VS2,60.3,61.0,3937,6.39,6.25,3.81,152.16,2,5,5
1.36,Ideal,H,VS2,59.9,57.0,9279,7.2,7.22,4.32,224.57,1,5,5
1.75,Ideal,G,VS2,62.1,57.0,16803,7.73,7.69,4.79,284.74,1,4,5
0.61,Premium,G,VS2,63.0,58.0,1800,5.43,5.4,3.41,99.99,2,4,5
1.72,Premium,H,VS2,61.3,59.0,13486,7.69,7.72,4.72,280.21,2,5,5
1.21,Premium,H,VS2,60.8,62.0,5461,6.82,6.78,4.13,190.97,2,5,5
0.7,Very Good,H,VS2,62.2,56.0,2074,5.69,5.75,3.56,116.47,3,5,5
0.5,Very Good,H,VS2,62.9,58.0,1337,5.08,5.1,3.2,82.91,3,5,5
0.5,Very Good,H,VS2,62.3,57.0,1337,5.03,5.12,3.16,81.38,3,5,5
0.32,Ideal,G,VS2,60.3,57.0,720,4.46,4.43,2.68,52.95,1,4,5
0.5,Very Good,H,VS2,62.3,56.0,1337,5.06,5.11,3.17,81.97,3,5,5
1.0,Fair,G,VS2,67.6,57.0,5484,6.2,6.13,4.17,158.49,5,4,5
1.6,Ideal,H,VS2,61.5,56.0,7983,7.57,7.52,4.64,264.14,1,5,5
1.05,Premium,H,VS2,59.0,59.0,5468,6.71,6.68,3.95,177.05,2,5,5
0.9,Premium,H,VS2,62.1,58.0,3989,6.16,6.2,3.84,146.66,2,5,5
0.31,Premium,H,VS2,61.3,60.0,489,4.32,4.36,2.66,50.1,2,5,5
0.38,Ideal,G,VS2,59.5,58.0,721,4.75,4.77,2.83,64.12,1,4,5
1.39,Ideal,J,VS2,60.9,57.0,6831,7.2,7.25,4.4,229.68,1,7,5
1.35,Premium,H,VS2,61.5,58.0,8062,7.15,7.09,4.38,222.04,2,5,5
0.32,Very Good,H,VS2,62.4,58.0,505,4.33,4.36,2.71,51.16,3,5,5
1.35,Premium,H,VS2,62.2,56.0,8062,7.13,7.08,4.42,223.12,2,5,5
0.42,Ideal,G,VS2,60.8,57.0,847,4.82,4.85,2.94,68.73,1,4,5
2.02,Good,I,VS2,57.9,62.0,16789,8.25,8.3,4.79,328.0,4,6,5
2.01,Good,I,VS2,63.6,57.0,16149,7.95,7.87,5.03,314.71,4,6,5
2.09,Premium,H,VS2,62.2,58.0,18443,8.17,8.12,5.06,335.68,2,5,5
0.51,Very Good,H,VS2,60.1,59.8,1328,5.14,5.19,3.1,82.7,3,5,5
1.09,Premium,G,VS2,60.6,62.0,6153,6.68,6.58,4.02,176.7,2,4,5
1.29,Premium,H,VS2,62.4,57.0,6987,6.98,6.92,4.34,209.63,2,5,5
0.91,Premium,H,VS2,62.3,57.0,3963,6.22,6.13,3.85,146.8,2,5,5
1.02,Ideal,J,VS2,62.0,56.0,4485,6.42,6.45,3.99,165.22,1,7,5
1.22,Premium,G,VS2,61.1,56.0,8062,6.94,6.85,4.21,200.14,2,4,5
1.1,Very Good,G,VS2,61.9,56.7,7405,6.57,6.63,4.09,178.16,3,4,5
0.71,Very Good,J,VS2,59.0,61.0,1922,5.81,5.85,3.44,116.92,3,7,5
1.11,Very Good,G,VS2,62.3,58.0,6311,6.59,6.61,4.11,179.03,3,4,5
2.07,Ideal,J,VS2,62.2,56.0,11500,8.2,8.16,5.09,340.58,1,7,5
1.21,Ideal,J,VS2,62.1,57.0,5653,6.81,6.82,4.23,196.46,1,7,5
1.55,Premium,H,VS2,60.7,59.0,11738,7.46,7.5,4.54,254.01,2,5,5
2.51,Premium,J,VS2,62.2,58.0,18020,8.73,8.67,5.41,409.48,2,7,5
2.01,Good,I,VS2,63.6,57.0,16003,7.87,7.95,5.03,314.71,4,6,5
0.7,Very Good,H,VS2,61.8,58.0,2042,5.66,5.73,3.52,114.16,3,5,5
0.55,Very Good,H,VS2,60.2,59.0,1327,5.36,5.24,3.19,89.6,3,5,5
1.28,Good,I,VS2,58.2,64.0,5319,7.09,7.03,4.11,204.85,4,6,5
0.32,Ideal,G,VS2,59.8,57.0,720,4.46,4.43,2.66,52.56,1,4,5
0.32,Ideal,G,VS2,62.0,57.0,720,4.41,4.39,2.73,52.85,1,4,5
0.32,Ideal,G,VS2,61.4,55.0,720,4.46,4.4,2.72,53.38,1,4,5
1.72,Premium,G,VS2,61.1,58.0,15801,7.69,7.73,4.71,279.98,2,4,5
1.7,Premium,G,VS2,59.0,58.0,15797,7.8,7.85,4.62,282.88,2,4,5
0.32,Ideal,G,VS2,61.4,57.0,720,4.4,4.39,2.7,52.15,1,4,5
2.01,Premium,H,VS2,60.1,61.0,17068,8.14,8.06,4.87,319.51,2,5,5
0.34,Premium,G,VS2,61.1,60.0,596,4.51,4.53,2.76,56.39,2,4,5
1.02,Premium,G,VS2,59.2,59.0,6169,6.66,6.58,3.92,171.79,2,4,5
0.34,Premium,G,VS2,61.3,58.0,596,4.51,4.53,2.77,56.59,2,4,5
0.32,Ideal,G,VS2,62.5,56.0,720,4.42,4.38,2.75,53.24,1,4,5
0.34,Premium,H,VS2,61.7,60.0,537,4.47,4.51,2.77,55.84,2,5,5
1.02,Premium,G,VS2,62.1,59.0,6169,6.47,6.41,4.0,165.89,2,4,5
1.25,Premium,G,VS2,61.2,57.0,7948,6.95,6.91,4.24,203.62,2,4,5
1.51,Ideal,H,VS2,61.9,59.0,11696,7.29,7.34,4.53,242.39,1,5,5
0.49,Premium,H,VS2,59.5,62.0,1103,5.14,5.12,3.05,80.27,2,5,5
1.2,Good,J,VS2,64.3,56.0,4637,6.65,6.57,4.25,185.68,4,7,5
0.9,Premium,H,VS2,61.6,58.0,4032,6.26,6.18,3.83,148.17,2,5,5
0.34,Premium,G,VS2,61.0,58.0,596,4.46,4.49,2.73,54.67,2,4,5
1.11,Very Good,G,VS2,60.8,58.0,6593,6.65,6.7,4.06,180.89,3,4,5
1.11,Very Good,G,VS2,62.2,55.0,6593,6.61,6.67,4.13,182.09,3,4,5
0.37,Very Good,H,VS2,61.2,54.0,537,4.62,4.7,2.85,61.88,3,5,5
0.34,Very Good,H,VS2,62.4,60.0,537,4.41,4.44,2.76,54.04,3,5,5
1.2,Very Good,G,VS2,62.0,55.0,7318,6.8,6.84,4.23,196.75,3,4,5
1.55,Premium,H,VS2,61.3,61.0,11708,7.46,7.39,4.55,250.84,2,5,5
0.32,Ideal,G,VS2,61.8,57.0,720,4.42,4.38,2.72,52.66,1,4,5
0.32,Ideal,G,VS2,61.6,57.0,720,4.41,4.39,2.71,52.47,1,4,5
0.32,Ideal,G,VS2,61.5,57.0,720,4.41,4.4,2.71,52.58,1,4,5
0.32,Ideal,G,VS2,61.8,55.0,720,4.43,4.41,2.73,53.33,1,4,5
2.01,Premium,H,VS2,61.6,61.0,17191,8.14,8.07,4.99,327.79,2,5,5
0.32,Ideal,G,VS2,61.8,55.0,720,4.42,4.41,2.73,53.21,1,4,5
0.34,Premium,G,VS2,61.2,58.0,596,4.46,4.5,2.74,54.99,2,4,5
0.34,Premium,H,VS2,61.1,58.0,689,4.5,4.47,2.74,55.12,2,5,5
0.9,Premium,H,VS2,60.7,58.0,4082,6.21,6.17,3.76,144.07,2,5,5
0.9,Premium,H,VS2,61.8,56.0,4082,6.25,6.18,3.84,148.32,2,5,5
2.07,Good,I,VS2,61.8,61.0,18707,8.12,8.16,5.03,333.28,4,6,5
0.72,Very Good,H,VS2,61.4,57.0,2462,5.75,5.79,3.54,117.86,3,5,5
1.72,Ideal,G,VS2,62.4,55.0,17125,7.63,7.68,4.78,280.1,1,4,5
1.35,Premium,H,VS2,60.5,62.0,6093,7.16,7.11,4.32,219.92,2,5,5
1.08,Very Good,G,VS2,60.6,58.0,6777,6.65,6.71,4.05,180.72,3,4,5
0.32,Ideal,H,VS2,61.2,55.0,523,4.41,4.45,2.71,53.18,1,5,5
0.7,Premium,G,VS2,61.8,60.0,2479,5.66,5.63,3.49,111.21,2,4,5
2.01,Good,I,VS2,59.9,65.0,15587,8.14,8.19,4.89,326.0,4,6,5
0.35,Ideal,G,VS2,61.3,56.0,646,4.54,4.58,2.8,58.22,1,4,5
1.22,Premium,G,VS2,60.9,57.0,8067,6.94,6.89,4.21,201.31,2,4,5
0.9,Very Good,J,VS2,63.3,56.0,2686,6.13,6.1,3.87,144.71,3,7,5
0.32,Very Good,H,VS2,62.3,57.0,505,4.37,4.39,2.73,52.37,3,5,5
0.46,Fair,G,VS2,65.3,56.0,1002,4.83,4.76,3.13,71.96,5,4,5
0.53,Ideal,I,VS2,62.3,57.0,1243,5.15,5.18,3.22,85.9,1,6,5
0.55,Premium,H,VS2,62.1,58.0,1363,5.24,5.29,3.27,90.64,2,5,5
0.81,Premium,G,VS2,62.9,58.0,3193,5.94,5.88,3.72,129.93,2,4,5
0.9,Premium,H,VS2,61.3,59.0,4082,6.24,6.19,3.81,147.16,2,5,5
0.33,Premium,H,VS2,62.0,59.0,668,4.44,4.4,2.74,53.53,2,5,5
1.72,Premium,H,VS2,61.3,59.0,13609,7.72,7.69,4.72,280.21,2,5,5
1.0,Fair,G,VS2,63.7,55.0,5484,6.28,6.21,3.98,155.22,5,4,5
1.33,Premium,H,VS2,62.6,58.0,7943,7.07,7.01,4.41,218.56,2,5,5
0.3,Premium,H,VS2,60.9,61.0,608,4.35,4.32,2.64,49.61,2,5,5
0.63,Ideal,H,VS2,62.1,54.0,1641,5.51,5.54,3.43,104.7,1,5,5
2.02,Ideal,H,VS2,62.6,57.0,14182,8.01,7.97,5.0,319.2,1,5,5
0.66,Very Good,H,VS2,60.9,57.0,1841,5.63,5.65,3.43,109.11,3,5,5
0.38,Ideal,G,VS2,60.4,57.0,726,4.68,4.71,2.83,62.38,1,4,5
2.0,Ideal,H,VS2,62.4,55.0,15829,8.03,7.94,4.99,318.15,1,5,5
0.39,Good,I,VS2,62.3,61.0,648,4.6,4.61,2.87,60.86,4,6,5
2.01,Premium,I,VS2,61.1,60.0,17433,8.06,8.12,4.94,323.31,2,6,5
1.2,Ideal,H,VS2,62.2,55.0,6956,6.76,6.85,4.23,195.87,1,5,5
0.32,Very Good,H,VS2,60.7,61.0,505,4.39,4.41,2.67,51.69,3,5,5
1.11,Premium,H,VS2,61.7,58.0,5450,6.64,6.69,4.11,182.57,2,5,5
0.5,Fair,G,VS2,65.1,56.0,1238,5.02,4.99,3.26,81.66,5,4,5
0.32,Very Good,H,VS2,60.6,58.0,505,4.44,4.47,2.7,53.59,3,5,5
0.32,Premium,H,VS2,60.7,58.0,505,4.43,4.46,2.7,53.35,2,5,5
2.07,Good,I,VS2,64.1,57.0,15119,8.07,8.0,5.15,332.48,4,6,5
2.01,Ideal,G,VS2,61.4,54.0,18607,8.16,8.09,4.99,329.41,1,4,5
0.31,Ideal,I,VS2,62.1,54.0,452,4.35,4.38,2.71,51.63,1,6,5
1.54,Premium,H,VS2,61.9,59.0,11769,7.33,7.31,4.53,242.73,2,5,5
0.37,Premium,G,VS2,59.3,60.0,649,4.67,4.71,2.78,61.15,2,4,5
0.4,Ideal,I,VS2,61.8,56.0,639,4.73,4.79,2.94,66.61,1,6,5
1.7,Fair,G,VS2,64.5,58.0,14860,7.51,7.43,4.82,268.95,5,4,5
0.51,Good,J,VS2,63.1,56.0,984,5.1,5.13,3.23,84.51,4,7,5
1.27,Ideal,H,VS2,62.9,54.0,7937,6.88,6.92,4.34,206.63,1,5,5
2.18,Premium,J,VS2,60.1,58.0,15465,8.46,8.41,5.07,360.72,2,7,5
1.71,Premium,H,VS2,62.5,58.0,13376,7.64,7.52,4.74,272.33,2,5,5
0.31,Ideal,I,VS2,61.4,55.0,452,4.35,4.41,2.69,51.6,1,6,5
1.24,Ideal,J,VS2,61.8,58.0,5361,6.88,6.84,4.24,199.53,1,7,5
0.7,Premium,G,VS2,62.5,55.0,2479,5.69,5.64,3.54,113.6,2,4,5
0.9,Very Good,H,VS2,61.6,63.0,3810,6.14,6.1,3.77,141.2,3,5,5
1.79,Premium,G,VS2,61.2,58.0,17358,7.9,7.82,4.81,297.15,2,4,5
1.56,Premium,J,VS2,61.7,58.0,7763,7.41,7.46,4.59,253.73,2,7,5
2.01,Good,I,VS2,63.8,58.0,15147,7.82,7.89,5.01,309.12,4,6,5
2.3,Premium,I,VS2,61.8,60.0,18239,8.47,8.39,5.21,370.24,2,6,5
0.39,Ideal,G,VS2,62.2,53.9,787,4.66,4.69,2.9,63.38,1,4,5
0.56,Ideal,I,VS2,62.1,54.0,1237,5.3,5.33,3.3,93.22,1,6,5
1.71,Ideal,G,VS2,61.8,57.0,16817,7.7,7.6,4.73,276.8,1,4,5
0.7,Very Good,H,VS2,63.4,60.0,2415,5.61,5.59,3.55,111.33,3,5,5
0.93,Very Good,J,VS2,62.8,56.0,3576,6.14,6.22,3.88,148.18,3,7,5
1.06,Premium,H,VS2,60.8,59.0,5205,6.55,6.58,3.99,171.97,2,5,5
0.57,Ideal,H,VS2,61.6,57.0,1655,5.35,5.37,3.3,94.81,1,5,5
1.0,Good,J,VS2,64.3,59.0,3580,6.27,6.21,4.01,156.14,4,7,5
1.06,Premium,H,VS2,61.1,59.0,5152,6.58,6.51,4.0,171.34,2,5,5
2.01,Premium,H,VS2,62.6,59.0,13599,8.02,7.88,4.98,314.72,2,5,5
0.33,Premium,H,VS2,62.4,58.0,668,4.42,4.39,2.75,53.36,2,5,5
0.34,Very Good,H,VS2,61.9,60.0,537,4.42,4.46,2.75,54.21,3,5,5
1.25,Ideal,H,VS2,60.0,56.0,6944,7.04,6.99,4.21,207.17,1,5,5
1.54,Premium,H,VS2,62.1,62.0,11632,7.38,7.31,4.56,246.0,2,5,5
0.34,Premium,H,VS2,62.6,60.0,689,4.46,4.42,2.78,54.8,2,5,5
1.22,Ideal,H,VS2,61.4,57.0,6947,6.89,6.85,4.22,199.17,1,5,5
0.62,Ideal,H,VS2,62.8,57.0,1652,5.43,5.4,3.4,99.69,1,5,5
0.34,Very Good,H,VS2,61.9,56.0,537,4.46,4.49,2.77,55.47,3,5,5
0.34,Premium,H,VS2,61.9,60.0,689,4.46,4.42,2.75,54.21,2,5,5
0.34,Premium,H,VS2,60.2,60.0,689,4.56,4.51,2.73,56.14,2,5,5
0.34,Premium,H,VS2,61.3,60.0,689,4.53,4.47,2.76,55.89,2,5,5
0.9,Premium,H,VS2,62.7,59.0,4082,6.15,6.1,3.84,144.06,2,5,5
0.73,Fair,G,VS2,60.1,65.0,2401,5.91,5.81,3.52,120.87,5,4,5
0.31,Premium,H,VS2,62.7,59.0,489,4.29,4.32,2.7,50.04,2,5,5
0.7,Premium,G,VS2,61.8,60.0,2479,5.67,5.63,3.49,111.41,2,4,5
2.0,Good,I,VS2,63.6,60.0,16439,8.03,7.95,5.08,324.3,4,6,5
0.31,Premium,H,VS2,62.4,59.0,489,4.31,4.34,2.7,50.5,2,5,5
0.73,Premium,H,VS2,61.0,58.0,2496,5.76,5.84,3.54,119.08,2,5,5
0.34,Premium,H,VS2,61.7,60.0,689,4.51,4.47,2.77,55.84,2,5,5
0.9,Premium,H,VS2,62.0,57.0,4082,6.16,6.1,3.8,142.79,2,5,5
0.85,Premium,G,VS2,61.0,58.0,3237,6.11,6.08,3.72,138.19,2,4,5
1.23,Ideal,J,VS2,61.5,57.0,5217,6.9,6.95,4.26,204.29,1,7,5
0.53,Ideal,I,VS2,62.0,55.0,1236,5.16,5.19,3.21,85.97,1,6,5
0.7,Premium,H,VS2,61.7,59.0,2010,5.66,5.68,3.5,112.52,2,5,5
0.33,Premium,H,VS2,61.7,59.0,668,4.42,4.39,2.72,52.78,2,5,5
1.71,Ideal,H,VS2,61.4,56.0,14292,7.68,7.71,4.72,279.48,1,5,5
2.01,Premium,G,VS2,60.6,59.0,17057,8.16,8.12,4.93,326.66,2,4,5
1.01,Fair,G,VS2,66.6,55.0,5475,6.27,6.22,4.16,162.24,5,4,5
0.9,Premium,H,VS2,61.8,58.0,4082,6.17,6.12,3.8,143.49,2,5,5
1.03,Very Good,G,VS2,62.2,57.0,6786,6.43,6.46,4.01,166.57,3,4,5
1.12,Ideal,J,VS2,62.9,57.0,3638,6.55,6.52,4.11,175.52,1,7,5
1.21,Premium,G,VS2,61.5,58.0,7792,6.84,6.81,4.2,195.64,2,4,5
0.3,Premium,G,VS2,61.6,60.0,526,4.28,4.33,2.65,49.11,2,4,5
0.6,Ideal,H,VS2,61.1,56.0,1648,5.47,5.49,3.35,100.6,1,5,5
0.9,Good,I,VS2,63.8,55.0,3246,6.16,6.07,3.9,145.83,4,6,5
1.21,Premium,G,VS2,62.2,58.0,7996,6.85,6.81,4.25,198.26,2,4,5
0.77,Premium,J,VS2,62.1,62.0,1940,5.87,5.82,3.63,124.01,2,7,5
0.69,Premium,H,VS2,60.8,59.0,1863,5.77,5.74,3.5,115.92,2,5,5
0.7,Premium,G,VS2,62.1,58.0,2479,5.68,5.63,3.51,112.24,2,4,5
0.3,Premium,G,VS2,61.6,60.0,675,4.33,4.28,2.65,49.11,2,4,5
0.71,Fair,G,VS2,65.7,56.0,2274,5.51,5.54,3.63,110.81,5,4,5
1.6,Premium,H,VS2,62.6,58.0,11508,7.5,7.45,4.68,261.5,2,5,5
0.3,Premium,G,VS2,62.2,60.0,675,4.25,4.24,2.64,47.57,2,4,5
0.3,Premium,G,VS2,60.6,61.0,675,4.32,4.29,2.61,48.37,2,4,5
0.33,Premium,H,VS2,62.3,58.0,668,4.41,4.38,2.74,52.93,2,5,5
0.33,Premium,H,VS2,62.8,59.0,668,4.44,4.38,2.77,53.87,2,5,5
0.7,Premium,G,VS2,61.8,58.0,2479,5.66,5.64,3.49,111.41,2,4,5
0.3,Premium,G,VS2,60.6,60.0,675,4.34,4.3,2.62,48.89,2,4,5
0.3,Premium,G,VS2,61.9,58.0,675,4.33,4.3,2.67,49.71,2,4,5
1.28,Ideal,J,VS2,62.8,57.0,5795,6.93,6.87,4.33,206.15,1,7,5
1.05,Premium,G,VS2,61.8,58.0,6181,6.59,6.52,4.05,174.02,2,4,5
0.9,Good,I,VS2,63.7,61.0,3246,6.1,6.06,3.87,143.06,4,6,5
0.52,Ideal,H,VS2,61.6,55.0,1401,5.19,5.24,3.21,87.3,1,5,5
1.06,Very Good,G,VS2,61.7,57.0,6483,6.5,6.57,4.03,172.1,3,4,5
1.05,Very Good,G,VS2,62.8,57.0,6486,6.45,6.49,4.06,169.95,3,4,5
0.9,Very Good,G,VS2,58.8,61.0,4400,6.28,6.3,3.7,146.39,3,4,5
1.56,Good,J,VS2,57.6,65.0,6966,7.6,7.62,4.38,253.65,4,7,5
1.15,Premium,I,VS2,62.6,56.0,5120,6.74,6.67,4.2,188.81,2,6,5
2.0,Premium,I,VS2,62.5,57.0,17574,8.01,7.92,4.98,315.93,2,6,5
0.9,Ideal,H,VS2,61.9,58.0,4403,6.2,6.24,3.85,148.95,1,5,5
1.22,Premium,I,VS2,59.3,59.0,6156,7.01,6.96,4.14,201.99,2,6,5
1.0,Good,G,VS2,63.4,61.0,5600,6.23,6.29,3.97,155.57,4,4,5
1.5,Good,H,VS2,61.2,61.0,10291,7.25,7.32,4.46,236.69,4,5,5
1.1,Ideal,H,VS2,62.6,57.0,4048,6.61,6.56,4.12,178.65,1,5,5
0.9,Very Good,G,VS2,63.8,58.0,4400,6.08,6.12,3.89,144.75,3,4,5
2.0,Very Good,J,VS2,61.9,60.0,14403,7.95,8.04,4.95,316.39,3,7,5
1.19,Premium,I,VS2,61.7,57.0,5439,6.84,6.77,4.2,194.49,2,6,5
0.38,Very Good,G,VS2,60.4,57.0,766,4.67,4.7,2.83,62.12,3,4,5
0.72,Very Good,G,VS2,63.3,57.0,2477,5.71,5.67,3.6,116.55,3,4,5
1.51,Premium,J,VS2,62.3,59.0,7553,7.35,7.31,4.57,245.54,2,7,5
1.25,Ideal,G,VS2,62.4,55.0,9030,6.93,6.86,4.3,204.42,1,4,5
1.2,Good,H,VS2,63.3,59.0,6710,6.74,6.78,4.28,195.58,4,5,5
0.9,Ideal,H,VS2,62.4,56.0,4044,6.15,6.18,3.85,146.33,1,5,5
0.38,Very Good,G,VS2,59.9,58.0,766,4.72,4.77,2.84,63.94,3,4,5
0.31,Ideal,G,VS2,59.6,57.0,698,4.43,4.4,2.63,51.26,1,4,5
1.21,Good,G,VS2,63.7,59.0,6906,6.59,6.67,4.22,185.49,4,4,5
1.59,Ideal,G,VS2,61.8,56.0,9794,7.51,7.44,4.62,258.14,1,4,5
2.04,Very Good,J,VS2,59.9,59.0,12095,8.25,8.32,4.96,340.45,3,7,5
1.02,Very Good,G,VS2,63.2,57.0,6169,6.41,6.38,4.04,165.22,3,4,5
1.51,Premium,J,VS2,62.8,59.0,7553,7.2,7.17,4.51,232.82,2,7,5
0.74,Good,H,VS2,63.0,57.0,2327,5.72,5.77,3.62,119.48,4,5,5
1.0,Good,G,VS2,59.3,61.0,5766,6.51,6.57,3.88,165.95,4,4,5
1.51,Good,H,VS2,63.5,60.0,10628,7.24,7.27,4.61,242.65,4,5,5
1.51,Good,H,VS2,63.8,56.0,7949,7.24,7.17,4.6,238.79,4,5,5
1.11,Good,I,VS2,63.6,58.0,4963,6.52,6.57,4.16,178.2,4,6,5
1.04,Very Good,G,VS2,61.9,57.0,6177,6.46,6.5,4.01,168.38,3,4,5
1.01,Very Good,G,VS2,60.2,58.0,6213,6.51,6.54,3.93,167.32,3,4,5
1.66,Very Good,G,VS2,63.2,56.0,15229,7.61,7.49,4.77,271.88,3,4,5
0.91,Ideal,H,VS2,62.6,57.0,4033,6.2,6.23,3.89,150.26,1,5,5
0.72,Very Good,G,VS2,63.7,56.4,2776,5.62,5.69,3.61,115.44,3,4,5
1.21,Good,G,VS2,64.1,58.0,7047,6.74,6.67,4.3,193.31,4,4,5
0.76,Ideal,H,VS2,62.0,56.0,3948,5.86,5.88,3.64,125.42,1,5,5
0.82,Good,H,VS2,62.4,54.0,2947,5.97,6.04,3.75,135.22,4,5,5
0.9,Premium,I,VS2,62.6,62.0,3292,6.13,6.04,3.81,141.07,2,6,5
0.31,Ideal,G,VS2,62.9,56.0,698,4.34,4.28,2.71,50.34,1,4,5
2.03,Ideal,I,VS2,62.7,57.0,16792,8.02,8.05,5.04,325.39,1,6,5
0.41,Very Good,J,VS2,63.4,56.0,784,4.73,4.7,2.99,66.47,3,7,5
1.18,Ideal,G,VS2,62.7,55.0,8564,6.77,6.74,4.23,193.01,1,4,5
2.01,Very Good,J,VS2,62.1,60.0,12683,7.88,8.0,4.93,310.79,3,7,5
1.26,Premium,J,VS2,62.1,58.0,5015,6.9,6.95,4.3,206.21,2,7,5
1.41,Good,H,VS2,63.8,60.0,9254,7.12,7.04,4.52,226.56,4,5,5
1.26,Premium,J,VS2,62.5,58.0,5015,6.9,6.92,4.32,206.27,2,7,5
0.7,Good,H,VS2,56.7,63.0,2187,5.87,5.92,3.34,116.07,4,5,5
0.7,Good,H,VS2,58.9,65.0,2187,5.69,5.76,3.37,110.45,4,5,5
0.43,Ideal,I,VS2,62.1,57.0,780,4.83,4.86,3.01,70.66,1,6,5
2.01,Very Good,J,VS2,60.8,58.0,12968,8.08,8.16,4.94,325.71,3,7,5
1.06,Ideal,H,VS2,62.4,57.0,4416,6.54,6.48,4.06,172.06,1,5,5
