carat,cut,color,clarity,depth,table,price,x,y,z,volume,price_per_carat
1.55,Ideal,J,SI1,61.7,54.0,7987,7.47,7.5,4.62,258.836,5152.9
1.23,Ideal,G,VS2,61.5,54.0,7988,6.89,6.92,4.25,202.635,6494.31
1.51,Premium,I,SI1,61.8,60.0,7989,7.23,7.3,4.49,236.978,5290.73
1.19,Very Good,G,VS1,59.1,58.0,7989,6.96,7.05,4.14,203.142,6713.45
1.52,Ideal,I,SI2,62.5,58.0,7990,7.29,7.33,4.57,244.201,5256.58
1.51,Ideal,H,SI2,62.3,58.0,7990,7.27,7.33,4.55,242.465,5291.39
1.53,Very Good,H,SI2,61.4,60.0,7991,7.36,7.43,4.54,248.269,5222.88
1.51,Very Good,J,VS1,63.5,60.0,7991,7.29,7.23,4.61,242.978,5292.05
1.39,Premium,G,SI1,61.3,59.0,7991,7.24,7.15,4.41,228.288,5748.92
1.09,Very Good,G,VS1,59.9,56.0,7992,6.74,6.81,4.06,186.352,7332.11
1.09,Ideal,G,VS1,61.7,54.0,7992,6.65,6.7,4.12,183.567,7332.11
1.21,Ideal,G,VS2,61.9,55.0,7996,6.9,6.84,4.25,200.583,6608.26
1.21,Ideal,G,VS2,61.1,57.0,7996,6.95,6.85,4.22,200.904,6608.26
1.21,Premium,G,VS2,62.2,58.0,7996,6.85,6.81,4.25,198.256,6608.26
1.15,Ideal,G,VS1,61.9,56.0,7999,6.71,6.73,4.16,187.859,6955.65
1.34,Ideal,H,VS2,60.8,55.0,7999,7.18,7.12,4.35,222.379,5969.4
1.37,Ideal,I,VS2,61.6,55.0,8000,7.13,7.16,4.4,224.624,5839.42
1.57,Premium,F,SI2,60.2,60.0,8001,7.49,7.43,4.49,249.872,5096.18
1.52,Fair,H,SI1,65.3,58.0,8001,7.14,7.1,4.65,235.727,5263.82
1.52,Premium,H,VS2,61.0,61.0,8001,7.45,7.38,4.52,248.514,5263.82
1.21,Ideal,G,VS2,61.8,57.0,8001,6.83,6.79,4.21,195.242,6612.4
1.0,Very Good,G,IF,58.3,62.0,8002,6.51,6.57,3.81,162.956,8002.0
1.06,Premium,G,VVS2,59.6,58.0,8003,6.61,6.65,3.95,173.628,7550.0
1.23,Premium,H,VVS2,62.8,56.0,8004,6.9,6.82,4.31,202.82,6507.32
1.02,Good,G,VVS1,63.6,58.0,8005,6.4,6.37,4.06,165.518,7848.04
1.02,Premium,G,VVS1,62.1,59.0,8005,6.39,6.36,3.96,160.936,7848.04
1.11,Very Good,D,VS2,63.2,57.0,8006,6.64,6.61,4.18,183.462,7212.61
1.0,Very Good,F,VVS1,63.0,56.0,8008,6.32,6.37,4.0,161.034,8008.0
1.0,Premium,G,VVS1,62.1,59.0,8008,6.29,6.4,3.94,158.609,8008.0
1.0,Ideal,D,VS2,62.2,54.0,8008,6.45,6.42,4.0,165.636,8008.0
1.51,Fair,H,SI1,66.5,56.0,8010,7.03,6.99,4.66,228.991,5304.64
1.52,Premium,I,SI2,59.8,62.0,8010,7.47,7.41,4.45,246.32,5269.74
1.02,Good,F,VS1,62.6,54.3,8011,6.41,6.45,4.02,166.205,7853.92
1.02,Ideal,F,VS1,61.0,56.0,8011,6.49,6.52,3.97,167.99,7853.92
1.02,Ideal,E,VS1,62.2,54.0,8011,6.44,6.46,4.01,166.826,7853.92
1.04,Ideal,G,VVS2,62.1,55.1,8012,6.5,6.51,4.04,170.953,7703.85
1.67,Good,J,SI1,58.8,61.0,8013,7.71,7.73,4.54,270.576,4798.2
1.5,Very Good,J,VS1,62.2,58.0,8014,7.19,7.27,4.5,235.221,5342.67
1.22,Ideal,H,VVS2,61.8,57.0,8014,6.85,6.89,4.25,200.585,6568.85
1.22,Ideal,H,VVS2,62.2,56.0,8014,6.83,6.87,4.26,199.888,6568.85
1.22,Ideal,H,VVS2,62.7,54.0,8014,6.77,6.83,4.27,197.441,6568.85
1.07,Premium,E,VS1,59.7,61.0,8015,6.69,6.64,3.98,176.798,7490.65
1.01,Premium,G,VVS2,61.2,58.0,8016,6.45,6.49,3.96,165.768,7936.63
1.14,Ideal,F,VS2,61.4,56.0,8017,6.73,6.78,4.14,188.906,7032.46
1.15,Premium,F,VS1,62.7,58.0,8018,6.72,6.67,4.2,188.254,6972.17
1.42,Good,E,SI2,60.1,61.0,8019,7.32,7.42,4.43,240.613,5647.18
1.13,Premium,G,VVS2,61.4,58.0,8019,6.73,6.68,4.12,185.22,7096.46
1.65,Very Good,H,SI2,63.4,59.0,8020,7.53,7.49,4.76,268.463,4860.61
1.1,Very Good,G,VVS1,61.5,57.0,8020,6.61,6.66,4.08,179.612,7290.91
1.21,Ideal,G,VS1,62.5,55.0,8020,6.79,6.8,4.25,196.231,6628.1
1.03,Ideal,G,VVS2,61.6,57.0,8020,6.51,6.48,4.0,168.739,7786.41
1.0,Premium,D,VS1,62.7,60.0,8020,6.36,6.31,3.97,159.322,8020.0
1.54,Premium,E,SI2,59.0,62.0,8020,7.59,7.56,4.47,256.49,5207.79
1.53,Ideal,I,SI2,61.4,58.0,8021,7.4,7.42,4.55,249.831,5242.48
1.05,Ideal,G,VS1,61.2,57.0,8022,6.51,6.55,4.0,170.562,7640.0
1.02,Ideal,F,VS1,61.2,57.0,8024,6.45,6.52,3.98,167.375,7866.67
1.61,Premium,F,SI1,62.9,59.0,8024,7.5,7.43,4.69,261.35,4983.85
1.18,Premium,G,VVS2,61.0,58.0,8025,6.84,6.79,4.16,193.205,6800.85
1.01,Ideal,G,VVS2,61.1,57.0,8029,6.49,6.54,3.98,168.93,7949.5
1.01,Ideal,G,VVS2,60.9,56.0,8029,6.51,6.55,3.98,169.709,7949.5
1.41,Ideal,H,SI2,62.0,56.0,8030,7.17,7.24,4.47,232.041,5695.04
1.2,Premium,G,VS2,62.3,56.0,8030,6.8,6.68,4.2,190.781,6691.67
1.2,Very Good,G,VS2,63.5,57.0,8032,6.76,6.66,4.26,191.792,6693.33
1.2,Good,G,VS2,57.8,59.0,8032,7.06,7.0,4.06,200.645,6693.33
1.2,Very Good,G,VS2,63.1,57.0,8032,6.74,6.69,4.24,191.184,6693.33
1.51,Premium,H,SI2,61.4,60.0,8033,7.37,7.31,4.51,242.975,5319.87
1.51,Premium,F,SI1,62.0,57.0,8033,7.36,7.28,4.54,243.257,5319.87
1.51,Ideal,J,VS2,61.1,57.0,8033,7.36,7.3,4.48,240.701,5319.87
1.01,Ideal,G,VVS2,62.2,56.0,8034,6.41,6.46,4.0,165.634,7954.46
1.19,Ideal,G,VS1,61.9,55.0,8034,6.81,6.87,4.22,197.431,6751.26
1.53,Ideal,H,SI2,62.4,58.0,8034,7.32,7.38,4.59,247.959,5250.98
1.57,Ideal,J,SI1,62.0,55.6,8035,7.43,7.47,4.62,256.42,5117.83
1.25,Ideal,H,VVS2,60.6,57.0,8036,7.0,6.97,4.23,206.382,6428.8
2.0,Fair,I,SI2,66.8,55.0,8037,7.75,7.71,5.16,308.323,4018.5
1.38,Ideal,H,VS1,63.6,56.0,8037,7.05,7.0,4.47,220.594,5823.91
1.16,Ideal,D,VS2,62.1,57.0,8038,6.7,6.73,4.17,188.029,6929.31
1.2,Very Good,H,VS1,60.2,57.0,8039,6.88,6.95,4.16,198.915,6699.17
1.5,Very Good,J,VS1,61.7,58.0,8039,7.29,7.33,4.51,240.995,5359.33
1.2,Ideal,H,VS1,61.1,58.0,8039,6.84,6.88,4.19,197.178,6699.17
1.26,Very Good,G,VS2,63.3,57.0,8040,6.88,6.93,4.37,208.355,6380.95
1.2,Ideal,G,VS2,62.4,54.7,8040,6.79,6.85,4.25,197.674,6700.0
3.01,Premium,I,I1,62.7,58.0,8040,9.1,8.97,5.67,462.825,2671.1
1.02,Ideal,G,VVS2,61.1,57.0,8042,6.51,6.48,3.97,167.474,7884.31
1.5,Good,G,SI2,64.3,57.0,8043,7.2,7.29,4.66,244.594,5362.0
1.06,Premium,E,VS1,63.0,58.0,8044,6.49,6.46,4.08,171.056,7588.68
1.06,Ideal,G,VVS2,61.0,57.0,8044,6.57,6.55,4.0,172.134,7588.68
1.5,Fair,H,VS1,64.8,55.0,8044,7.25,7.2,4.68,244.296,5362.67
1.7,Premium,I,SI1,61.6,56.0,8044,7.65,7.55,4.68,270.305,4731.76
3.0,Fair,H,I1,67.1,57.0,8044,8.93,8.84,5.97,471.279,2681.33
1.56,Good,I,SI2,58.5,61.0,8048,7.58,7.63,4.45,257.368,5158.97
1.88,Good,J,SI2,57.9,59.0,8048,8.16,8.11,4.71,311.696,4280.85
1.51,Very Good,J,SI1,63.1,55.0,8049,7.25,7.32,4.6,244.122,5330.46
0.3,Ideal,E,VVS2,60.7,57.0,622,4.36,4.41,2.66,51.145,2073.33
0.31,Ideal,E,VS2,61.8,56.0,622,4.35,4.37,2.69,51.136,2006.45
0.3,Ideal,E,VS2,62.2,57.0,622,4.26,4.32,2.67,49.137,2073.33
0.4,Ideal,G,SI2,61.9,54.0,622,4.75,4.8,2.94,67.032,1555.0
0.3,Good,E,VVS2,63.0,58.0,622,4.27,4.34,2.71,50.221,2073.33
0.3,Good,E,VVS2,61.1,61.0,622,4.32,4.36,2.65,49.913,2073.33
0.3,Good,E,VVS2,59.5,59.0,622,4.35,4.39,2.6,49.651,2073.33
0.27,Very Good,E,VVS2,63.0,56.0,622,4.12,4.14,2.6,44.348,2303.7
0.27,Ideal,D,VVS1,62.2,56.0,622,4.12,4.15,2.57,43.942,2303.7
0.27,Very Good,D,VVS2,62.3,57.0,622,4.13,4.15,2.58,44.22,2303.7
0.27,Ideal,E,VVS2,61.8,57.0,622,4.12,4.16,2.56,43.876,2303.7
0.27,Ideal,E,VVS2,62.2,55.0,622,4.12,4.17,2.58,44.325,2303.7
0.27,Ideal,D,VVS1,61.9,57.0,622,4.15,4.18,2.58,44.755,2303.7
0.27,Ideal,E,VVS2,62.1,57.0,622,4.13,4.15,2.57,44.049,2303.7
0.27,Very Good,E,VVS2,59.0,59.0,622,4.24,4.27,2.51,45.443,2303.7
0.4,Very Good,D,SI2,63.0,59.0,622,4.64,4.69,2.94,63.979,1555.0
0.4,Good,D,SI2,63.1,57.0,622,4.72,4.75,2.99,67.036,1555.0
0.4,Good,E,SI2,63.9,57.0,622,4.65,4.71,2.99,65.485,1555.0
0.4,Good,D,SI2,63.4,59.0,622,4.67,4.7,2.97,65.189,1555.0
0.4,Good,D,SI2,63.8,54.0,622,4.7,4.73,3.01,66.915,1555.0
0.27,Ideal,D,VVS2,62.6,56.0,622,4.13,4.15,2.59,44.391,2303.7
0.27,Ideal,E,VVS2,62.5,57.0,622,4.1,4.13,2.57,43.518,2303.7
0.27,Ideal,E,VVS1,62.3,56.0,622,4.15,4.17,2.59,44.821,2303.7
0.27,Very Good,D,VVS2,62.2,59.0,622,4.08,4.12,2.55,42.864,2303.7
0.27,Premium,E,VVS1,60.6,58.0,622,4.18,4.2,2.54,44.592,2303.7
0.27,Ideal,E,VVS2,62.0,55.0,622,4.12,4.14,2.56,43.665,2303.7
0.4,Good,D,SI2,63.1,56.0,622,4.65,4.67,2.94,63.844,1555.0
0.4,Good,E,SI2,63.1,57.0,622,4.7,4.72,2.97,65.886,1555.0
0.4,Good,E,SI2,63.5,56.0,622,4.68,4.71,2.98,65.688,1555.0
0.4,Good,D,SI2,63.9,53.0,622,4.68,4.71,3.0,66.128,1555.0
1.51,Ideal,J,SI1,61.4,57.0,8049,7.38,7.43,4.55,249.492,5330.46
1.51,Very Good,F,SI2,63.4,58.0,8050,7.29,7.22,4.6,242.115,5331.13
1.13,Ideal,G,VS1,61.5,56.0,8051,6.71,6.73,4.13,186.504,7124.78
1.47,Very Good,J,VVS2,62.6,60.0,8055,7.17,7.24,4.51,234.118,5479.59
1.55,Premium,J,VS2,60.7,59.0,8055,7.5,7.47,4.54,254.354,5196.77
1.55,Ideal,I,SI2,60.7,60.0,8056,7.49,7.46,4.54,253.674,5197.42
1.2,Premium,G,VS1,62.4,59.0,8056,6.73,6.69,4.19,188.649,6713.33
1.2,Premium,G,VS1,62.5,59.0,8056,6.72,6.64,4.19,186.961,6713.33
1.09,Premium,F,VS1,60.9,58.0,8057,6.63,6.67,4.05,179.1,7391.74
1.51,Very Good,J,VS1,61.4,57.0,8057,7.3,7.38,4.51,242.972,5335.76
1.58,Very Good,J,SI1,61.6,57.0,8057,7.47,7.54,4.62,260.216,5099.37
1.09,Ideal,G,VVS2,61.5,55.0,8057,6.66,6.61,4.08,179.612,7391.74
1.5,Very Good,H,SI1,62.9,56.0,8058,7.24,7.33,4.58,243.057,5372.0
1.53,Premium,J,VS1,60.1,59.0,8058,7.47,7.51,4.5,252.449,5266.67
1.53,Very Good,J,VS1,62.8,59.0,8058,7.31,7.34,4.6,246.815,5266.67
1.1,Ideal,G,VS1,62.0,58.0,8060,6.59,6.64,4.1,179.406,7327.27
1.16,Ideal,G,VS2,62.5,55.0,8061,6.75,6.69,4.2,189.662,6949.14
1.02,Ideal,F,VS1,61.5,56.0,8061,6.5,6.47,3.99,167.799,7902.94
1.35,Premium,H,VS2,62.2,56.0,8062,7.13,7.08,4.42,223.123,5971.85
1.22,Premium,G,VS2,61.1,56.0,8062,6.94,6.85,4.21,200.139,6608.2
1.22,Ideal,G,VS2,62.0,57.0,8062,6.88,6.83,4.25,199.709,6608.2
1.53,Ideal,I,SI2,63.7,58.0,8062,7.31,7.27,4.64,246.587,5269.28
1.35,Premium,H,VS2,61.5,58.0,8062,7.15,7.09,4.38,222.038,5971.85
1.53,Ideal,I,SI2,61.3,59.0,8062,7.42,7.39,4.54,248.945,5269.28
1.12,Ideal,F,VS2,61.2,56.0,8063,6.67,6.73,4.11,184.494,7199.11
1.24,Very Good,G,VS2,59.1,59.0,8064,7.02,7.08,4.17,207.256,6503.23
2.0,Fair,H,I1,66.8,57.0,8064,7.81,7.72,5.19,312.922,4032.0
1.25,Premium,G,VS2,61.9,58.0,8064,6.91,6.85,4.26,201.641,6451.2
1.5,Premium,E,SI2,61.5,59.0,8064,7.3,7.23,4.47,235.922,5376.0
1.01,Premium,D,VVS2,62.2,59.0,8065,6.36,6.3,3.94,157.868,7985.15
1.22,Ideal,G,VS2,62.0,55.0,8067,6.91,6.83,4.26,201.052,6612.3
1.51,Ideal,J,VS1,61.6,58.0,8067,7.35,7.43,4.55,248.478,5342.38
1.22,Premium,G,VS2,60.9,57.0,8067,6.94,6.89,4.21,201.308,6612.3
1.43,Very Good,H,SI1,62.8,58.0,8069,7.08,7.13,4.46,225.143,5642.66
1.55,Premium,I,SI2,58.2,59.0,8069,7.73,7.63,4.47,263.64,5205.81
1.24,Ideal,H,VVS2,62.0,56.0,8069,6.92,6.86,4.27,202.702,6507.26
1.12,Very Good,G,VVS1,58.9,60.0,8072,6.78,6.91,4.03,188.805,7207.14
1.17,Ideal,F,VS2,61.8,55.0,8072,6.81,6.74,4.19,192.318,6899.15
1.24,Very Good,E,SI1,61.7,59.0,8073,6.85,6.89,4.24,200.113,6510.48
1.51,Very Good,I,SI1,61.4,60.0,8073,7.37,7.33,4.51,243.64,5346.36
1.12,Ideal,F,VS2,62.6,56.0,8074,6.59,6.63,4.14,180.884,7208.93
1.51,Premium,H,SI2,62.8,60.0,8074,7.26,7.22,4.55,238.498,5347.02
1.4,Ideal,H,SI1,62.4,56.0,8075,7.11,7.18,4.46,227.682,5767.86
1.62,Ideal,J,SI1,62.4,53.2,8075,7.47,7.51,4.68,262.547,4984.57
1.55,Good,J,VS1,62.3,56.0,8076,7.44,7.52,4.66,260.721,5210.32
1.0,Very Good,D,VS1,60.5,59.0,8077,6.43,6.46,3.9,161.997,8077.0
1.01,Ideal,F,VS1,60.9,57.0,8077,6.52,6.49,3.96,167.567,7997.03
1.23,Very Good,D,SI1,62.3,57.0,8079,6.8,6.87,4.26,199.01,6568.29
1.34,Ideal,I,VVS2,61.4,56.0,8079,7.07,7.09,4.35,218.049,6029.1
1.23,Ideal,H,VVS2,62.0,55.0,8079,6.85,6.9,4.26,201.349,6568.29
1.0,Good,F,VVS2,60.7,62.0,8079,6.36,6.4,3.87,157.524,8079.0
1.12,Ideal,G,VS1,61.1,56.0,8080,6.7,6.73,4.1,184.873,7214.29
1.5,Very Good,I,SI1,63.5,59.0,8081,7.16,7.08,4.52,229.131,5387.33
1.01,Very Good,F,VS1,62.6,56.0,8081,6.39,6.36,3.99,162.155,8000.99
1.23,Ideal,G,VS2,62.4,57.0,8085,6.83,6.88,4.28,201.119,6573.17
1.55,Ideal,J,VS2,61.7,55.0,8088,7.38,7.43,4.58,251.137,5218.06
1.03,Very Good,F,VS1,62.8,54.1,8089,6.39,6.48,4.05,167.699,7853.4
1.04,Very Good,F,VS1,61.6,60.0,8090,6.49,6.54,4.01,170.203,7778.85
1.51,Ideal,J,VS1,62.7,56.0,8092,7.3,7.35,4.59,246.276,5358.94
1.54,Ideal,I,SI2,60.3,59.0,8092,7.43,7.46,4.49,248.871,5254.55
1.06,Ideal,G,VS1,61.5,57.0,8093,6.54,6.56,4.03,172.897,7634.91
1.06,Ideal,G,VS1,61.7,55.0,8093,6.53,6.56,4.04,173.061,7634.91
1.06,Ideal,G,VS1,61.3,57.0,8093,6.53,6.56,4.01,171.776,7634.91
1.06,Ideal,G,VS1,61.7,57.0,8093,6.52,6.57,4.04,173.059,7634.91
1.34,Ideal,H,VS2,62.1,57.0,8094,7.0,7.05,4.36,215.166,6040.3
1.53,Very Good,G,SI2,61.1,58.0,8095,7.38,7.41,4.52,247.18,5290.85
1.53,Good,I,SI1,63.1,57.0,8095,7.28,7.34,4.61,246.336,5290.85
1.02,Ideal,E,VS1,60.1,57.0,8096,6.52,6.59,3.94,169.289,7937.25
1.51,Good,I,SI1,63.7,61.0,8097,7.11,7.15,4.54,230.798,5362.25
1.21,Ideal,G,VS2,59.8,57.0,8097,6.98,6.9,4.15,199.872,6691.74
1.04,Premium,G,VVS2,61.8,58.0,8098,6.51,6.47,4.01,168.9,7786.54
1.25,Premium,H,VS1,61.3,55.0,8099,6.96,6.93,4.26,205.472,6479.2
1.25,Premium,H,VS1,62.0,59.0,8099,6.88,6.84,4.25,200.002,6479.2
1.21,Good,G,VS2,63.8,56.0,8099,6.74,6.67,4.28,192.411,6693.39
1.05,Ideal,F,VS1,62.3,55.0,8100,6.53,6.5,4.06,172.327,7714.29
1.01,Very Good,D,VS1,63.1,59.0,8101,6.37,6.34,4.01,161.947,8020.79
1.42,Premium,H,SI1,62.3,58.0,8102,7.15,7.19,4.47,229.796,5705.63
1.01,Ideal,G,VVS2,62.2,54.0,8104,6.41,6.48,4.01,166.563,8023.76
2.01,Very Good,H,I1,61.7,63.0,8104,7.94,7.91,4.89,307.118,4031.84
2.01,Good,J,SI1,64.3,54.0,8104,8.05,7.95,5.14,328.947,4031.84
1.31,Premium,H,VS2,61.0,58.0,8106,7.1,7.06,4.32,216.544,6187.79
1.02,Ideal,G,VVS2,59.2,58.0,8107,6.56,6.62,3.9,169.366,7948.04
1.56,Good,J,VS2,62.3,64.0,8107,7.41,7.36,4.6,250.873,5196.79
1.16,Premium,G,VS1,61.9,58.0,8107,6.76,6.72,4.17,189.431,6988.79
1.5,Premium,D,SI2,62.6,59.0,8108,7.2,7.23,4.52,235.293,5405.33
1.5,Good,D,SI2,63.4,59.0,8108,7.2,7.25,4.58,239.076,5405.33
1.77,Good,J,SI2,63.4,60.0,8109,7.61,7.65,4.84,281.768,4581.36
1.19,Premium,G,VS1,62.6,58.0,8109,6.78,6.71,4.22,191.984,6814.29
1.34,Good,H,VS2,59.1,60.0,8109,7.15,7.19,4.24,217.972,6051.49
1.52,Premium,J,VS1,62.0,59.0,8110,7.34,7.36,4.56,246.342,5335.53
1.52,Premium,J,VS1,62.4,59.0,8110,7.31,7.36,4.58,246.411,5335.53
1.26,Ideal,H,SI1,61.6,56.0,8110,6.88,6.93,4.26,203.11,6436.51
1.26,Ideal,H,SI1,61.9,57.0,8110,6.88,6.93,4.27,203.587,6436.51
1.11,Ideal,G,VS1,61.4,57.0,8112,6.68,6.65,4.09,181.686,7308.11
1.5,Good,H,SI1,64.9,57.0,8112,7.08,7.15,4.62,233.874,5408.0
1.26,Premium,G,VS2,60.1,61.0,8113,7.04,6.97,4.21,206.58,6438.89
1.15,Ideal,D,VS2,58.5,57.0,8114,6.96,6.93,4.06,195.825,7055.65
1.05,Premium,F,VS1,62.3,55.0,8114,6.57,6.49,4.07,173.542,7727.62
1.0,Very Good,G,VVS1,63.4,57.0,8115,6.33,6.36,4.02,161.84,8115.0
1.7,Good,H,SI2,63.6,56.0,8115,7.51,7.56,4.79,271.955,4773.53
1.47,Premium,F,SI2,59.4,59.0,8115,7.47,7.42,4.42,244.989,5520.41
1.67,Premium,H,SI2,62.6,60.0,8118,7.57,7.52,4.72,268.693,4861.08
1.01,Ideal,D,VS2,62.1,58.0,8119,6.4,6.42,3.98,163.53,8038.61
1.04,Ideal,G,VVS1,62.5,55.0,8120,6.45,6.54,4.06,171.263,7807.69
1.07,Ideal,G,VVS2,62.8,57.0,8120,6.56,6.46,4.09,173.324,7588.79
1.01,Premium,G,IF,60.0,61.0,8120,6.45,6.41,3.86,159.59,8039.6
1.01,Premium,G,IF,63.0,60.0,8120,6.35,6.31,3.99,159.873,8039.6
1.14,Ideal,G,VS1,61.8,55.0,8121,6.71,6.76,4.16,188.696,7123.68
1.2,Very Good,G,VS2,62.2,58.0,8124,6.75,6.79,4.21,192.955,6770.0
1.3,Ideal,H,VS2,62.8,56.0,8124,7.03,6.93,4.38,213.384,6249.23
1.0,Premium,D,VS1,59.7,60.0,8124,6.45,6.42,3.84,159.011,8124.0
1.52,Premium,H,SI2,58.7,62.0,8127,7.6,7.53,4.44,254.092,5346.71
1.5,Very Good,I,SI1,60.3,60.0,8127,7.46,7.43,4.49,248.871,5418.0
1.23,Premium,G,VS2,61.1,57.0,8128,6.96,6.91,4.24,203.917,6608.13
1.11,Ideal,G,VS1,62.8,55.0,8129,6.6,6.65,4.16,182.582,7323.42
1.14,Very Good,F,VS2,59.0,60.0,8131,6.84,6.81,4.03,187.719,7132.46
1.52,Ideal,J,SI1,61.9,56.0,8131,7.37,7.41,4.57,249.575,5349.34
1.21,Ideal,H,VVS2,61.3,57.0,8131,6.92,6.87,4.23,201.096,6719.83
1.23,Ideal,G,VS2,61.5,54.0,8133,6.92,6.89,4.25,202.635,6612.2
1.03,Ideal,F,VS1,62.3,57.0,8133,6.45,6.52,4.04,169.898,7896.12
1.01,Ideal,F,VS1,62.1,54.0,8133,6.42,6.44,3.99,164.966,8052.48
1.4,Premium,H,SI1,62.1,60.0,8133,7.21,7.12,4.45,228.442,5809.29
1.57,Fair,H,VS1,67.3,66.0,8133,7.85,5.75,3.87,174.682,5180.25
1.7,Good,J,VS2,63.6,59.0,8134,7.53,7.48,4.77,268.667,4784.71
1.51,Premium,E,SI2,59.3,61.0,8135,7.57,7.51,4.47,254.123,5387.42
1.0,Very Good,G,VVS2,63.0,54.0,8138,6.37,6.43,4.03,165.065,8138.0
1.0,Very Good,D,VS2,62.4,57.0,8138,6.36,6.4,3.98,162.002,8138.0
1.6,Ideal,J,SI1,62.2,55.0,8138,7.46,7.53,4.66,261.77,5086.25
1.28,Premium,G,VS2,62.1,60.0,8139,6.95,6.89,4.3,205.908,6358.59
1.21,Premium,F,VS2,61.3,58.0,8139,6.89,6.84,4.21,198.407,6726.45
1.5,Good,G,SI2,57.9,61.0,8144,7.47,7.51,4.34,243.473,5429.33
1.23,Premium,G,VS1,59.6,60.0,8145,6.94,6.99,4.15,201.319,6621.95
1.07,Ideal,G,VVS2,62.3,54.0,8145,6.54,6.56,4.08,175.042,7612.15
1.7,Good,J,VS2,64.0,58.0,8146,7.41,7.47,4.76,263.479,4791.76
1.5,Premium,H,SI2,60.8,58.0,8148,7.39,7.34,4.48,243.007,5432.0
1.5,Very Good,G,SI2,61.3,63.0,8148,7.28,7.23,4.45,234.223,5432.0
1.09,Ideal,G,VVS2,62.0,54.8,8149,6.6,6.63,4.1,179.408,7476.15
1.06,Premium,G,VVS2,59.6,58.0,8149,6.65,6.61,3.95,173.628,7687.74
1.2,Very Good,G,VS1,62.5,57.0,8150,6.84,6.75,4.25,196.222,6791.67
1.52,Very Good,G,SI2,60.9,57.0,8151,7.44,7.5,4.55,253.89,5362.5
1.0,Premium,F,VVS1,63.0,56.0,8154,6.37,6.32,4.0,161.034,8154.0
1.0,Premium,G,VVS1,62.1,59.0,8154,6.4,6.29,3.94,158.609,8154.0
1.13,Ideal,F,VS2,60.1,56.0,8157,6.76,6.84,4.09,189.115,7218.58
1.02,Ideal,F,VS1,61.0,56.0,8157,6.52,6.49,3.97,167.99,7997.06
1.02,Ideal,F,VS1,62.6,54.0,8157,6.45,6.41,4.02,166.205,7997.06
1.09,Ideal,E,VS2,60.6,57.0,8158,6.66,6.67,4.04,179.466,7484.4
1.5,Good,I,SI1,62.9,60.0,8161,7.12,7.16,4.49,228.897,5440.67
1.02,Ideal,G,IF,62.5,57.0,8162,6.37,6.44,4.0,164.091,8001.96
1.33,Very Good,F,SI1,63.3,56.0,8163,6.91,6.95,4.39,210.828,6137.59
1.01,Premium,G,VVS2,61.2,58.0,8163,6.49,6.45,3.96,165.768,8082.18
1.3,Premium,F,SI1,61.4,59.0,8164,7.01,6.97,4.29,209.608,6280.0
1.5,Good,H,VS2,64.3,60.0,8165,7.16,7.08,4.58,232.173,5443.33
1.5,Good,H,VS2,63.9,59.0,8165,7.25,7.18,4.61,239.974,5443.33
1.5,Very Good,E,SI2,62.7,59.0,8167,7.22,7.3,4.55,239.812,5444.67
1.22,Ideal,H,VS1,62.6,56.0,8167,6.83,6.87,4.29,201.296,6694.26
1.02,Ideal,G,VVS1,61.5,57.0,8168,6.44,6.47,3.97,165.417,8007.84
1.03,Ideal,F,VS1,62.1,55.0,8169,6.47,6.5,4.03,169.482,7931.07
1.06,Premium,G,VVS1,61.1,58.0,8170,6.53,6.57,4.0,171.608,7707.55
1.51,Ideal,J,VS1,61.9,58.0,8170,7.28,7.33,4.52,241.198,5410.6
1.0,Very Good,F,VVS2,63.2,56.0,8172,6.35,6.3,4.0,160.02,8172.0
1.42,Ideal,I,VS2,60.4,55.0,8173,7.28,7.38,4.43,238.008,5755.63
1.55,Very Good,H,SI2,62.5,61.0,8174,7.31,7.34,4.58,245.742,5273.55
1.59,Ideal,J,SI1,62.4,55.0,8176,7.45,7.48,4.66,259.683,5142.14
1.0,Premium,E,VS1,59.1,59.0,8176,6.56,6.51,3.86,164.844,8176.0
1.54,Premium,G,SI1,63.0,59.0,8176,7.31,7.26,4.59,243.594,5309.09
1.2,Premium,G,VS1,58.4,61.0,8177,6.95,6.91,4.05,194.499,6814.17
1.5,Good,F,SI2,59.7,61.0,8181,7.39,7.44,4.43,243.568,5454.0
1.02,Premium,D,VS1,60.3,58.0,8181,6.57,6.49,3.94,167.999,8020.59
1.02,Premium,D,VS1,61.3,58.0,8181,6.52,6.47,3.98,167.894,8020.59
1.02,Ideal,D,VS1,60.5,56.0,8181,6.55,6.48,3.94,167.229,8020.59
1.62,Premium,J,SI1,62.0,60.0,8183,7.52,7.44,4.64,259.602,5051.23
1.6,Premium,H,SI2,59.4,59.0,8184,7.55,7.6,4.5,258.21,5115.0
1.5,Very Good,H,SI2,62.5,60.0,8184,7.25,7.32,4.55,241.468,5456.0
1.11,Very Good,G,SI1,60.7,59.0,8184,6.6,6.65,4.02,176.438,7372.97
1.16,Ideal,D,VS2,62.1,57.0,8185,6.73,6.7,4.17,188.029,7056.03
1.12,Ideal,G,VS2,60.9,56.0,8189,6.7,6.74,4.09,184.696,7311.61
1.5,Premium,E,SI2,61.7,58.0,8190,7.2,7.17,4.43,228.694,5460.0
1.5,Premium,E,SI2,58.0,60.0,8190,7.52,7.47,4.35,244.359,5460.0
